case,column,vertical_reaction_lb,note
typical30,S1,431.2531642604075,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
typical30,S2,-90.96907292564818,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
typical30,N2,7927.356847901856,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
typical30,S3,7760.707420063836,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
typical30,SW0,-2019.6046520728084,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
typical30,N1 / U-W,2204.9486126359684,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
storage125_sensitivity,W1,16152.281941143863,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
storage125_sensitivity,W3,15996.022526794342,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
storage125_sensitivity,W4,580.8208637140153,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
storage125_sensitivity,S1,349.4292672019071,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
storage125_sensitivity,S2,-1004.5130672481927,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
storage125_sensitivity,N2,19463.415519476894,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
storage125_sensitivity,S3,18476.259357623854,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
storage125_sensitivity,SW0,-5055.247926852001,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
storage125_sensitivity,N1 / U-W,4906.635346416181,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
live_only,W1,2267.818530608856,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
live_only,W3,3050.7037489790614,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
live_only,W4,-275.7918749158734,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
live_only,S1,-27.62343182012537,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
live_only,S2,-509.36094589832925,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
live_only,N2,3534.5933431663566,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
live_only,S3,2857.8841126211064,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
live_only,SW0,-989.6876062577132,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
live_only,N1 / U-W,1117.0891631950528,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
machine200,W1,7757.129468677748,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
machine200,W3,6881.185397761059,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
machine200,W4,800.6000400761567,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
machine200,S1,422.87576379165324,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
machine200,S2,-230.00364880319816,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
machine200,N2,8871.74204444347,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
machine200,S3,8538.087309616174,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
machine200,SW0,-2287.56030505325,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
machine200,N1 / U-W,2493.7103086559655,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
uplift20_sensitivity,W1,-350.9700917978818,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
uplift20_sensitivity,W3,-463.191564436268,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
uplift20_sensitivity,W4,331.66772803107256,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
uplift20_sensitivity,S1,273.05476328184267,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
uplift20_sensitivity,S2,-115.35961515894138,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
uplift20_sensitivity,N2,27.12949274512834,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
uplift20_sensitivity,S3,-534.2519266141867,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
uplift20_sensitivity,SW0,-91.76160471704986,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
uplift20_sensitivity,N1 / U-W,749.0790565595136,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_screen,W1,12077.084468739553,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_screen,W3,11251.448533054849,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_screen,W4,1363.2578445542545,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_screen,S1,473.293015437155,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_screen,S2,-532.2328518919859,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_screen,N2,15844.04745941039,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_screen,S3,14526.620969039102,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_screen,SW0,-3507.6095962400937,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_screen,N1 / U-W,4250.103238317256,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.25,W1,7738.151876224819,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.25,W3,7892.838337925544,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.25,W4,618.5228779946252,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.25,S1,408.2790350167665,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.25,S2,-259.07672550422694,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.25,N2,9016.343380751825,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.25,S3,8615.115873806677,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.25,SW0,-2286.6104992600112,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.25,N1 / U-W,2654.202200779669,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.5,W1,7739.362177564134,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.5,W3,7533.469696429016,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.5,W4,667.9830775489719,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.5,S1,407.67391784072925,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.5,S2,-311.71553315260815,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.5,N2,9259.811413064834,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.5,S3,8775.739569342375,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.5,SW0,-2284.476144443213,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.5,N1 / U-W,2609.918367749692,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.75,W1,7733.074244148097,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.75,W3,7144.261778094521,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.75,W4,794.8632506851689,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.75,S1,411.4921417085193,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.75,S2,-360.611299772012,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.75,N2,9511.16134097033,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.75,S3,8936.980217455957,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.75,SW0,-2278.8079463395975,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HB0.75,N1 / U-W,2505.352683225048,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.25,W1,9172.949306337763,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.25,W3,7088.937920142947,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.25,W4,708.7410420311506,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.25,S1,440.4235361046746,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.25,S2,-262.2412244165029,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.25,N2,8912.554989378303,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.25,S3,8741.039674505886,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.25,SW0,-2898.54074701729,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.25,N1 / U-W,2493.9016883642466,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.5,W1,8680.717798409316,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.5,W3,7004.522575133698,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.5,W4,728.9545688103163,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.5,S1,437.86776893322025,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.5,S2,-255.4294156303996,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.5,N2,9003.556565271128,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.5,S3,8981.09468384596,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.5,SW0,-2682.3712015358856,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.5,N1 / U-W,2498.852877779991,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.75,W1,8191.362170446931,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.75,W3,6915.744546247969,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.75,W4,757.0807148992618,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.75,S1,433.12469219310486,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.75,S2,-241.64684147149526,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.75,N2,9093.25224328875,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.75,S3,9218.118487486585,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.75,SW0,-2469.9304091635236,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
HT0.75,N1 / U-W,2500.6606569201226,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
storage125_strength_sensitivity,W1,19681.108819075725,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
storage125_strength_sensitivity,W3,21072.10968658175,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
storage125_strength_sensitivity,W4,162.36909636914453,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
storage125_strength_sensitivity,S1,370.66386829068966,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
storage125_strength_sensitivity,S2,-2030.3750175809707,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
storage125_strength_sensitivity,N2,25585.695668227658,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
storage125_strength_sensitivity,S3,23026.390491791753,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
storage125_strength_sensitivity,SW0,-6833.291491876384,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
storage125_strength_sensitivity,N1 / U-W,7213.964942711534,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_roof,W1,14660.977219025808,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_roof,W3,12234.2656517064,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_roof,W4,1752.3890295753154,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_roof,S1,497.2939637062777,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_roof,S2,165.18689494962166,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_roof,N2,16315.064112567305,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_roof,S3,16641.13167905141,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_roof,SW0,-3641.6883937183384,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_roof,N1 / U-W,3363.5039750695555,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.25,W1,12120.753834012716,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.25,W3,12979.500639316107,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.25,W4,1047.904529188517,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.25,S1,447.9898314076335,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.25,S2,-597.3072856496565,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.25,N2,16172.809702765591,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.25,S3,14749.526592800714,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.25,SW0,-3538.4615799933413,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.25,N1 / U-W,4523.2971451471685,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.5,W1,12122.268378662076,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.5,W3,12403.1941654742,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.5,W4,1129.5039382771724,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.5,S1,446.5446123116402,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.5,S2,-680.7770248380031,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.5,N2,16562.280983827342,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.5,S3,15006.715344372657,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.5,SW0,-3534.919008590798,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.5,N1 / U-W,4451.202095552858,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.75,W1,12112.048743733729,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.75,W3,11780.174497642072,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.75,W4,1333.5759163252571,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.75,S1,452.6545154881099,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.75,S2,-759.2461538619422,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.75,N2,16964.192289150986,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.75,S3,15264.983694927727,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.75,SW0,-3525.772964705375,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HB0.75,N1 / U-W,4283.4031364843695,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.25,W1,14417.657165861348,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.25,W3,11694.421407619446,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.25,W4,1191.476600728468,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.25,S1,499.70576674701084,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.25,S2,-602.6483529180854,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.25,N2,16006.209135938452,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.25,S3,14950.645331639518,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.25,SW0,-4518.63324410504,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.25,N1 / U-W,4267.1782486325055,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.5,W1,13629.608846495988,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.5,W3,11559.203112950385,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.5,W4,1224.1770305365924,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.5,S1,495.66555834939925,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.5,S2,-592.1279803929483,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.5,N2,16151.745534691905,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.5,S3,15335.124746954009,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.5,SW0,-4172.392186459458,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.5,N1 / U-W,4275.007428626245,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.75,W1,12846.096317691596,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.75,W3,11417.012709465684,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.75,W4,1269.4892441832799,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.75,S1,488.12843358665634,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.75,S2,-570.4240908801997,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.75,N2,16295.197937379708,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.75,S3,15714.6865386635,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.75,SW0,-3831.999391930583,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_HT0.75,N1 / U-W,4277.82465628518,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
lateral_HX,W1,4477.165192139476,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
lateral_HX,W3,4845.826828829466,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
lateral_HX,W4,-10617.97116486239,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
lateral_HX,S1,202.38306154564344,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
lateral_HX,S2,-359.2606795841573,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
lateral_HX,N2,4241.451948527904,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
lateral_HX,S3,5052.114339562388,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
lateral_HX,SW0,-1013.828736364681,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
lateral_HX,N1 / U-W,9555.448753849103,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_lateral_HX_1,W1,7635.490483799072,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_lateral_HX_1,W3,8714.535352275918,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_lateral_HX_1,W4,-10516.888394772386,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_lateral_HX_1,S1,252.22037883180477,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_lateral_HX_1,S2,-905.8270616845948,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_lateral_HX_1,N2,9918.605440014386,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_lateral_HX_1,S3,9553.518489032425,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_lateral_HX_1,SW0,-2179.3798593615143,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_lateral_HX_1,N1 / U-W,11328.65567873129,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_lateral_HX_-1,W1,6889.729008627128,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_lateral_HX_-1,W3,4020.229102659385,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_lateral_HX_-1,W4,12633.588722525907,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
strength_lateral_HX_-1,S1,759.8195956481103,Positive upward on frame / downward bearing on footing. Negative requires hold-down. Lateral cases are sensitivity loads.
