document_id,section,title,status,discipline,required_for,authoritative_source,report_path,working_source,last_verified,notes
ENV-002,07,Waterproofing drainage and flashing details,planned,Architectural/Envelope,Construction,Coordinated design,07-building-envelope/envelope-details.pdf,,,Include PV roof hip cap balcony and existing transitions
SOL-001,08,Solar battery sizing and 30-35-40 degree roof analysis,draft,Energy,Design development,Weather/utility/manufacturer data,08-solar-electrical-and-energy/solar-energy-report.pdf,../solar-study/chapter8/build_report.py; ../solar-study/chapter8/analyze_chapter.py,2026-09-15,Revision 1; owner-review draft; 325 sqft gross face; includes historical gallery; tariff layout and costs provisional
SOL-002,08,PV and ESS permit drawing set,planned,Electrical/Solar,Permit/construction,Electrical designer and manufacturer data,08-solar-electrical-and-energy/pv-ess-drawings.pdf,,,Layout one-line equipment labels pathways and attachment
SOL-003,08,Utility interconnection package,planned,Electrical/Solar,Utility approval,Utility requirements,08-solar-electrical-and-energy/interconnection-package.pdf,,,Record current tariff/export assumptions
MEP-001,09,Electrical lighting and equipment plan,planned,Electrical,Permit/construction,Electrical design,09-mep-and-life-safety/electrical-plan.pdf,,,Coordinate hoist machines PV and service capacity
LIFE-001,09,Code and life-safety plan,planned,Architectural,Permit/construction,Building/fire codes,09-mep-and-life-safety/life-safety-plan.pdf,,,Depends on legal use of loft
CONST-001,10,Demolition and construction sequence,planned,Architectural/Structural,Construction planning,Engineer and contractor,10-construction-planning/phasing-and-temporary-works.pdf,../roof-first-feasibility/revision-4/T1-two-stage.pdf,,Prior study is feasibility only
CONST-002,10,Site logistics and protection plan,planned,Construction,Construction,Contractor and survey,10-construction-planning/site-logistics.pdf,,,Include access trees utilities weather and neighbors
COST-001,11,Quantity and cost estimate,planned,Cost,Design decisions,Coordinated drawings and current pricing,11-cost-schedule-and-procurement/cost-estimate.xlsx,,,State basis date allowances exclusions contingency
COST-002,11,Design and construction schedule,planned,Project management,Project planning,Design/permit/procurement inputs,11-cost-schedule-and-procurement/project-schedule.pdf,,,Include long-lead solar steel and utility activities
ISSUE-001,12,Permit issue package,planned,Multidiscipline,Permit,Approved coordinated documents,12-permit-and-construction-set/permit-issue/,,,Frozen revision only
ISSUE-002,12,Construction issue package,planned,Multidiscipline,Construction,Approved coordinated documents,12-permit-and-construction-set/construction-issue/,,,Frozen revision only
REC-001,13,Approved permit and inspection record,planned,Project controls,Closeout,Authorities having jurisdiction,13-record-documents/approvals-and-inspections/,,,Preserve originals
REC-002,13,As-built and operations package,planned,Multidiscipline,Closeout,Contractor/design team/manufacturers,13-record-documents/as-built-and-operations/,,,Include models warranties and maintenance
LAND-005,03,Setbacks retained garage and proposed storage roof,draft,Planning/Architectural,Design development and City interpretation,SDMC official GIS City bulletins and owner statements,03-land-use-and-permitting/setbacks-and-roof-findings.md,September 2026 research; local sources listed in document,2026-09-15,Revision 0; editable Markdown research record; no permit approval or certified survey
SOL-A001,08,README.md,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/README.md,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 f63b8a011214affd4de1803b3981559ed1332279942153813a89b81c86d52f14
SOL-A002,08,README.md,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/data/README.md,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 383f4525eb8ed3f80118fce11fea5a0d98bbeae38e0b357415e36a2cd065952e
SOL-A003,08,angle-comparison.csv,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/data/angle-comparison.csv,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 97d5910187a3c17e80d0c3d6f5ff8c8da09793743a6478be04dbae01942eaf23
SOL-A004,08,azimuth.csv,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/data/azimuth.csv,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 04d0e4b802c50dfd1cec6ec930cc507989fd78f0fc94f07502013893349fa03b
SOL-A005,08,bill-fit.csv,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/data/bill-fit.csv,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 a9ddfcacfed5903713bbb079d402365882254e2bd52a336ef2e12ad97bee6864
SOL-A006,08,energy-balance-checks.csv,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/data/energy-balance-checks.csv,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 93ac6e59563a1ceb7e63abb057a8387a1ddebec95d90bff68d430aa7707e2971
SOL-A007,08,monthly-angle-production.csv,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/data/monthly-angle-production.csv,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 488e5bd52ff9ac39600fc2e2da5afa3ff68eaf1fa049ea744151929bc62f58a8
SOL-A008,08,power-bills-2026.csv,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/data/power-bills-2026.csv,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 e523846aa3640e42a0269d4b80454603690e3c50f19f87dc7196bba797b6af97
SOL-A009,08,prior-azimuth.csv,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/data/prior-azimuth.csv,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 04d0e4b802c50dfd1cec6ec930cc507989fd78f0fc94f07502013893349fa03b
SOL-A010,08,prior-monthly.csv,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/data/prior-monthly.csv,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 fbf3c993214004c01370c12d7406f095b305a74dd262d642a3acecd165ca078b
SOL-A011,08,prior-sensitivity.csv,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/data/prior-sensitivity.csv,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 f860a7c09a6c7ee1a901403a80d0acf5a2377da9691381e3648206a2dcf55964
SOL-A012,08,roof-geometry.csv,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/data/roof-geometry.csv,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 54a976ab580efb844dcd65a1146fd7e20bd749861ba6a358a3abfc0aa49ead7a
SOL-A013,08,sun-geometry.csv,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/data/sun-geometry.csv,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 30c885ddd3612dcf4850a0d784ffeaafa1357066469e86e4843e40729356cb65
SOL-A014,08,system-comparison.csv,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/data/system-comparison.csv,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 48e1ada3da51ba5d07b7877e7fb4382ea3f845f60fbef5a30894a3439aa8b2fc
SOL-A015,08,tilt-and-area.csv,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/data/tilt-and-area.csv,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 b620960bc6fbd709e3e0d2c01199e1ccd01c1ad6cbbed02f78919870736ed251
SOL-A016,08,README.md,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/README.md,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 7a7f8b6c71e46a390b1c4d59cdec51f9b71f8114d5266bfaf9803ff9780a3b96
SOL-A017,08,battery-operation.pdf,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/battery-operation.pdf,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 60edf9729c5bc943b44c7dc1373c2f7739022f70ee9b5b76a50e8f3572516a74
SOL-A018,08,battery-operation.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/battery-operation.png,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 207370b95d1127882241701ad8383a7c555a700f588ea173be13679e64def35a
SOL-A019,08,battery-sizing.pdf,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/battery-sizing.pdf,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 4dd84eaff5e402caec09ce3eca512054d2568f0bd4b60ecda5d79e5740117e6d
SOL-A020,08,battery-sizing.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/battery-sizing.png,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 9e96fc8c0faa9caef37643ca407ae0cd3d079d0811143a6e2255cd2f83b5441a
SOL-A021,08,geometry-tradeoff.pdf,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/geometry-tradeoff.pdf,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 a4f3513ad03344d4dc92d73dfb9b82572ac1e20b556c5b65e5521611266fdd2f
SOL-A022,08,geometry-tradeoff.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/geometry-tradeoff.png,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 559cc4d3898fc5fac4c1d3206100171173896e1de26afc99e921112042227b4f
SOL-A023,08,historical-bill-by-system.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/historical-bill-by-system.png,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; historical source; superseded geometry may appear; SHA256 a827f0bdf8840f16377ca6303ab595ad732d06f9fdd576e5fd209d5e214eb2fd
SOL-A024,08,historical-monthly-energy-and-cost.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/historical-monthly-energy-and-cost.png,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; historical source; superseded geometry may appear; SHA256 7f4f497dcc410344dd03ae497b2b80905ce2b39fbacb2a5888ce9cc0bdd88f20
SOL-A025,08,historical-monthly-production.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/historical-monthly-production.png,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; historical source; superseded geometry may appear; SHA256 4f1b6a85b33d414ce97f0fbeaf8801fafffce2717fcef0c604f02282c3d441f1
SOL-A026,08,historical-roof-angle-and-fit.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/historical-roof-angle-and-fit.png,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; historical source; superseded geometry may appear; SHA256 4102dc82005f5ed002260a4e4082510cd8ebc84c09fd5b22db8bfcb42d78f42f
SOL-A027,08,historical-south-post-solar-clerestory.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/historical-south-post-solar-clerestory.png,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; historical source; superseded geometry may appear; SHA256 5b47bbafc16d21c88f97394a29fc7c3c89f68ead76f8cad7c5220b275a7007ad
SOL-A028,08,historical-system-economics.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/historical-system-economics.png,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; historical source; superseded geometry may appear; SHA256 6f0f1abf3b124b45c185ead1114b8081fedc243a41bbfafc5d89233dfee1eb96
SOL-A029,08,historical-temperature-fit.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/historical-temperature-fit.png,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; historical source; superseded geometry may appear; SHA256 513745c83564db8074d57440e50f12bf967a74d7e69fb3d530c3228bf38b1873
SOL-A030,08,historical-west-elevation-roof-options.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/historical-west-elevation-roof-options.png,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; historical source; superseded geometry may appear; SHA256 cb1233dee048f1eb6aaa090601277999422dd29cd5919a205b7129baa6235d9a
SOL-A031,08,module-layout.pdf,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/module-layout.pdf,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 b64028df4eaf4281203f280ddd7c5c3abe10ce928903e63b11992bf7121744ea
SOL-A032,08,module-layout.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/module-layout.png,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 78970de4f5543b35bf56ded32daf6cbadd1c70240a24926c48f5d0707c7158d7
SOL-A033,08,seasonal-production.pdf,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/seasonal-production.pdf,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 777f3fa112827929e66698b9b1add0783b628897393ab8ee5cf8e572c2adcd8a
SOL-A034,08,seasonal-production.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/seasonal-production.png,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 93570edf854958fbdc218902a2a0404572734af0bf31f5143c40ecf892b28ea1
SOL-A035,08,seasonal-tradeoff.pdf,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/seasonal-tradeoff.pdf,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 49eff8a2268a21c960c6f1868cb4e633b9594111898e647991c082f02ca4efd8
SOL-A036,08,seasonal-tradeoff.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/seasonal-tradeoff.png,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 22ef73df84916ea07093f0cbad6f9051ca3cb0029b081807780528267fb04b08
SOL-A037,08,west-sections.pdf,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/west-sections.pdf,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 87b7e8906061dcf5f7b989720b97858b8f02e39330402ec0dba73909591f6067
SOL-A038,08,west-sections.png,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/figures/west-sections.png,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 d382da9cd9b5af06f5ee7d5382340a8dff019a202e38b1626390912f81947b54
SOL-A039,08,Garage-Solar-Optimization.pdf,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/historical/Garage-Solar-Optimization.pdf,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; historical source; superseded geometry may appear; SHA256 c1fbec17ae5e5613954a57297505691cc276d340b0ab5d8aed028fa5366753a1
SOL-A040,08,README.md,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/historical/README.md,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; historical source; superseded geometry may appear; SHA256 a78d2c13e470b091e436031e36dd4dd9963b128a944115d846b80e3647344e72
SOL-A041,08,Solar-Analysis-Charts.pdf,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/historical/Solar-Analysis-Charts.pdf,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; historical source; superseded geometry may appear; SHA256 5ea6455fe4f9453bb9aafee73406b3978c657f0996e5eb42eba6dbb0ed2bb548
SOL-A042,08,south-post-solar-clerestory.pdf,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/historical/south-post-solar-clerestory.pdf,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; historical source; superseded geometry may appear; SHA256 eebad825635e6c3c6e4f0ada5839c6457ef6c3fba0364ecdf8e9abbb8efd347c
SOL-A043,08,west-elevation-roof-options.pdf,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/historical/west-elevation-roof-options.pdf,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; historical source; superseded geometry may appear; SHA256 313a4179708c7c9dd7267d7eaec7a2e588cc1681244ef1b8a1e7089e3f7a805c
SOL-A044,08,solar-analysis-source.zip,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/solar-analysis-source.zip,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 6d071a60cc9ca9d3a55ad4b1e29628c158fc3e80d2b7a6e6ae823e553e4c238c
SOL-A045,08,solar-energy-report.md,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/solar-energy-report.md,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 78b5659dc800da4e65b0a3bc1b956c60622f017a165297221f30e793175cd6b4
SOL-A046,08,source-inventory.csv,draft,Energy/Architectural,Design development,See SOL-001 references and source-inventory.csv,08-solar-electrical-and-energy/source-inventory.csv,../solar-study/chapter8/build_report.py,2026-09-15,Supporting artifact for SOL-001 rev 1; SHA256 2fa045823591336e85f3767fd8a7dc1783a477b376e40dd78cfd119e8c2a3aba
ARCH-006,05,Combined floor plan study,draft,Architectural/Structural,Owner/design review,Owner-directed study; sources in study README,05-architectural-design/floor-plan-study/floor-plan-study.pdf,../floor-plan-setbacks/draw_floor_plan_study.py,2026-09-15,Revision 4; optional east-wall framing; prior duplicate/history files removed per DEC-011; SHA256 79721362af3c17cfa34201010cfad8daf4fb0dde67fea54128d5a54be56a869b
ARCH-006-A01,05,floor-plan-study.png,draft,Architectural/Structural,Owner/design review,Owner-directed study; sources in study README,05-architectural-design/floor-plan-study/floor-plan-study.png,../floor-plan-setbacks/draw_floor_plan_study.py,2026-09-15,Revision 4; optional east-wall framing; prior duplicate/history files removed per DEC-011; SHA256 c95f31b4044071f40885d2d0f8485362c1d7308848087c1fbc86cc608e383e40
ARCH-006-A02,05,floor-plan-study.svg,draft,Architectural/Structural,Owner/design review,Owner-directed study; sources in study README,05-architectural-design/floor-plan-study/floor-plan-study.svg,../floor-plan-setbacks/draw_floor_plan_study.py,2026-09-15,Revision 4; optional east-wall framing; prior duplicate/history files removed per DEC-011; SHA256 62a173ee2a1e37d71c6cbb24fa4cdbb73e2901c2ba3d6d3afcdba83ca5243fe3
ARCH-006-A03,05,basis.json,draft,Architectural/Structural,Owner/design review,Owner-directed study; sources in study README,05-architectural-design/floor-plan-study/basis.json,../floor-plan-setbacks/draw_floor_plan_study.py,2026-09-15,Revision 4; optional east-wall framing; prior duplicate/history files removed per DEC-011; SHA256 556ee79e7a0d62669751782ccd0cd5cc2c04fa9d2f01bf0bacdea443ed3674bb
ARCH-006-A04,05,README.md,draft,Architectural/Structural,Owner/design review,Owner-directed study; sources in study README,05-architectural-design/floor-plan-study/README.md,../floor-plan-setbacks/publish_clean_study.py,2026-09-15,Revision 4; optional east-wall framing; prior duplicate/history files removed per DEC-011; SHA256 3d98a9ab2804382565ba28f23141a2fad070b3cab489233fd65ef03234c1ca30
STR-006,06,Coordinated frame geometry study,draft,Structural,Owner review and structural geometry handoff,Owner-directed geometry; source-inventory.csv; no structural adequacy claim,06-structural-engineering/frame-geometry-study/frame-geometry-study.pdf,../compas-study/coordinated_study.py; ../compas-study/publish_report.py,2026-09-15,Revision 0; geometry checks only; SHA256 eb8f8d86cd114fa5164b3a3d463821fc2c6140743c47896c7a4b9988cfc5d567
STR-006-A01,06,README.md,draft,Structural,Owner review and structural geometry handoff,Owner-directed geometry; source-inventory.csv; no structural adequacy claim,06-structural-engineering/frame-geometry-study/README.md,../compas-study/coordinated_study.py; ../compas-study/publish_report.py,2026-09-15,Revision 0; geometry checks only; SHA256 ec8ded92bdf21e12d0b132a9f88eff4be59be5864f98744a2ca051e39b29a446
STR-006-A02,06,beam-and-truss-positions.csv,draft,Structural,Owner review and structural geometry handoff,Owner-directed geometry; source-inventory.csv; no structural adequacy claim,06-structural-engineering/frame-geometry-study/beam-and-truss-positions.csv,../compas-study/coordinated_study.py; ../compas-study/publish_report.py,2026-09-15,Revision 0; geometry checks only; SHA256 224f4b35eec69976fdd3bb6fe80cd192a5d8ce04cd04df89c7b6172851057963
STR-006-A03,06,coordinated.compas.json,draft,Structural,Owner review and structural geometry handoff,Owner-directed geometry; source-inventory.csv; no structural adequacy claim,06-structural-engineering/frame-geometry-study/coordinated.compas.json,../compas-study/coordinated_study.py; ../compas-study/publish_report.py,2026-09-15,Revision 0; geometry checks only; SHA256 f0036856d6c908e90c768eb85dbe8f6b647b18a14d4f6591a294f045001308c8
STR-006-A04,06,coordination-report.md,draft,Structural,Owner review and structural geometry handoff,Owner-directed geometry; source-inventory.csv; no structural adequacy claim,06-structural-engineering/frame-geometry-study/coordination-report.md,../compas-study/coordinated_study.py; ../compas-study/publish_report.py,2026-09-15,Revision 0; geometry checks only; SHA256 2102c121c90385ec74109fd2010f2af61c05a9d181c8bb52ec6ec888190e8a56
